type,a,b,c,d,e,f,g,h,i,j,k,l,m
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,8.33,8,95,137,1.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,13.22,8,95,137,1.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,39.00,100.00,0.05,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,40.00,100.00,0.05,0.00,0.00
-1,1.16,49,128,219,0.00,0.00,0.00,0.00,18.00,22.00,0.00,0.00,0.00
1,35.38,8,5186,236,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,39.00,100.00,0.05,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,39.00,100.00,0.03,0.00,0.00
1,0.00,8,0,76,4.00,1.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,39.00,100.00,0.03,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,40.00,100.00,0.05,0.00,0.00
1,0.00,8,31,0,2.00,1.00,0.00,0.00,41.00,100.00,0.02,0.00,0.00
1,0.00,8,28,0,3.00,1.00,0.00,0.00,42.00,100.00,0.02,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
1,1.35,8,0,48,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,43.00,100.00,0.05,0.00,0.00
1,0.00,8,29,0,5.00,1.00,0.00,0.00,44.00,100.00,0.02,0.00,0.00
1,17.49,8,44,151,6.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,1.14,49,128,219,0.00,0.00,0.00,0.00,18.00,22.00,0.00,0.00,0.00
1,0.00,8,0,48,0.00,0.00,0.00,0.00,45.00,100.00,0.02,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,0.00,0.00,0.00,0.00,46.00,100.00,0.02,0.00,0.00
1,3.81,8,518,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,5.92,8,4699,208,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,0.00,0.00,0.00,0.00,47.00,100.00,0.02,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,48.00,100.00,0.04,0.00,0.00
1,0.00,8,34,0,2.00,1.00,0.00,0.00,48.00,100.00,0.02,0.00,0.00
1,7.58,8,11165,330,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,1.17,49,128,219,0.00,0.00,0.00,1.00,19.00,23.00,0.00,0.00,0.00
1,8.69,8,15351,431,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,0,1.00,1.00,0.00,0.00,47.00,100.00,0.02,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,48.00,100.00,0.02,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,2.00,100.00,0.50,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,76,1.00,1.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.37,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,49.00,100.00,0.02,0.00,0.00
-1,2.24,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.13,8,5204,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,3.57,8,5213,245,1.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,5.32,8,2202,167,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,1.17,49,128,219,0.00,0.00,0.00,0.00,19.00,23.00,0.00,0.00,0.00
1,0.00,8,0,8,2.00,1.00,0.00,0.00,3.00,100.00,0.33,0.00,0.00
1,3.67,8,5146,245,3.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,47.00,100.00,0.02,0.00,0.00
1,0.00,8,0,29,3.00,1.00,0.00,0.00,2.00,100.00,0.50,0.00,0.00
1,4.32,8,2226,167,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,41.31,8,714,176,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,41.52,8,697,176,6.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,41.52,8,672,176,7.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
1,41.52,8,685,176,8.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,7.00,1.00,0.00,0.00,47.00,100.00,0.02,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,4.72,8,2306,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,47.00,100.00,0.02,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,690.53,8,0,106,2.00,1.00,0.00,0.00,48.00,100.00,0.00,0.00,0.00
-1,1.17,49,128,219,0.00,0.00,0.00,1.00,19.00,23.00,0.00,0.00,0.00
-1,2.27,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,0.00,0.00,0.00,0.00,49.00,100.00,0.04,0.00,0.00
1,2.16,8,2195,167,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,29,2.00,1.00,0.00,0.00,3.00,100.00,0.33,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,50.00,100.00,0.04,0.00,0.00
1,163.41,8,6002,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,51.00,100.00,0.02,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,52.00,100.00,0.04,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,52.00,100.00,0.02,0.00,0.00
1,4.95,8,680,176,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,1.14,49,128,219,0.00,0.00,0.00,0.00,20.00,24.00,0.00,0.00,0.00
1,4.67,8,672,176,3.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,4.67,8,670,176,4.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
1,4.67,8,704,176,5.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
1,0.00,8,0,76,4.00,1.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
1,0.00,8,0,76,5.00,1.00,0.00,0.00,5.00,100.00,0.20,0.00,0.00
-1,2.38,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,5.00,1.00,0.00,0.00,51.00,100.00,0.02,0.00,0.00
1,0.00,8,0,48,6.00,1.00,0.00,0.00,52.00,100.00,0.02,0.00,0.00
1,1.91,8,0,48,7.00,1.00,0.00,0.00,53.00,100.00,0.00,0.00,0.00
1,2.00,8,0,48,3.00,1.00,0.00,0.00,54.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,54.00,100.00,0.04,0.00,0.00
1,2.69,8,5198,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,58,3.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.67,8,681,176,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,58,1.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
-1,1.15,49,128,219,0.00,0.00,0.00,1.00,19.00,23.00,0.00,0.00,0.00
1,605.39,8,0,106,2.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,52.00,100.00,0.04,0.00,0.00
1,605.36,8,0,106,3.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,53.00,100.00,0.04,0.00,0.00
1,1.38,8,0,48,3.00,1.00,0.00,0.00,53.00,100.00,0.00,0.00,0.00
1,1.74,8,0,48,2.00,1.00,0.00,0.00,53.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.67,8,685,176,3.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,3.18,8,2194,167,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,5.74,8,2424,308,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,12.15,8,2469,308,4.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.13,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,51.00,100.00,0.02,0.00,0.00
1,1.03,8,0,76,5.00,1.00,0.00,0.00,6.00,100.00,0.17,0.00,0.00
1,2.53,8,0,48,6.00,1.00,0.00,0.00,52.00,100.00,0.00,0.00,0.00
1,14.34,8,6537,426,7.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,7.00,1.00,0.00,0.00,52.00,100.00,0.02,0.00,0.00
1,4.38,8,5215,245,8.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,19.08,8,2105,260,9.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,46.61,8,38389,2991,10.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,2.00,0.00,0.00,1.00
1,602.03,8,0,106,11.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,9.00,1.00,0.00,0.00,48.00,100.00,0.02,0.00,0.00
-1,1.17,49,128,219,0.00,0.00,0.00,0.50,19.00,23.00,0.00,0.00,0.00
1,4.06,8,5159,245,10.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,4.67,8,707,176,7.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
1,74.61,8,0,0,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.51,8,5230,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,47.00,100.00,0.02,0.00,0.00
1,3.88,8,3095,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.61,8,636,176,3.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
1,74.61,8,0,0,4.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,74.69,8,0,0,5.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,3.06,8,2210,167,6.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,7.39,49,51,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
1,0.00,8,0,48,6.00,1.00,0.00,0.00,43.00,100.00,0.02,0.00,0.00
1,37.75,8,683,176,7.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,37.15,8,696,176,8.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,42.00,100.00,0.02,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,1.00,19.00,22.00,0.00,0.00,0.00
1,36.39,8,692,176,4.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
1,36.68,8,730,176,5.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,74.67,8,0,0,3.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,605.93,8,0,106,4.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,39.00,100.00,0.03,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,58,3.00,1.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
-1,0.00,49,376,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,39.00,100.00,0.03,0.00,0.00
1,4.66,8,650,176,3.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,2.49,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
-1,2.09,49,0,0,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,106,2.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,37.00,100.00,0.03,0.00,0.00
1,4.14,8,2218,167,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.09,8,2189,167,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,5.54,8,933,245,6.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,1.00,0.60,0.00,3.00,0.00,0.00,1.00
1,0.00,8,0,48,5.00,1.00,0.00,0.00,6.00,100.00,0.17,0.00,0.00
-1,0.00,49,376,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,1.00,1.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
-1,1.14,49,128,219,0.00,0.00,0.00,1.00,20.00,20.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,34.00,100.00,0.03,0.00,0.00
1,0.00,8,10,0,2.00,1.00,0.00,0.00,2.00,100.00,0.50,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,35.00,100.00,0.03,0.00,0.00
1,5.12,8,7168,245,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,2.14,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.64,8,685,176,4.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
1,4.95,8,7158,245,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.75,8,2233,167,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,33.00,100.00,0.03,0.00,0.00
1,0.00,8,0,8,2.00,1.00,0.00,0.00,7.00,100.00,0.14,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,32.00,100.00,0.03,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.60,8,675,176,3.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.00
1,11.83,8,10203,338,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,32.00,100.00,0.03,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.00,49,0,0,0.00,0.00,0.00,1.00,25.00,25.00,1.00,0.00,0.00
-1,2.13,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,0.00,0.00,0.00,0.00,33.00,100.00,0.03,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,34.00,100.00,0.03,0.00,0.00
-1,1.14,49,128,219,0.00,0.00,0.00,0.00,19.00,19.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,2.18,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.65,8,2476,308,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.96,8,645,176,3.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,78,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,35.00,100.00,0.03,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,35.00,100.00,0.06,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,2.60,8,2232,184,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.31,8,5185,245,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,36.00,100.00,0.06,0.00,0.00
1,0.00,8,0,29,4.00,1.00,0.00,0.00,2.00,100.00,0.50,0.00,0.00
1,0.57,8,2430,308,5.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,0.76,8,0,48,6.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,6.00,1.00,0.00,0.00,36.00,100.00,0.06,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,512.62,8,23,140,5.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,36.00,100.00,0.03,0.00,0.00
1,1.73,8,2467,308,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,1.78,8,2531,308,4.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,35.00,100.00,0.03,0.00,0.00
1,0.00,8,0,48,5.00,1.00,0.00,0.00,36.00,100.00,0.03,0.00,0.00
-1,1.15,49,128,219,0.00,0.00,0.00,1.00,18.00,18.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,592.94,8,136,156,6.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,879.49,8,663,193,7.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,0,0.00,0.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
1,0.00,8,0,0,1.00,1.00,0.00,0.00,5.00,100.00,0.20,0.00,0.00
1,3.92,8,7133,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,74.74,8,0,0,3.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,33.00,100.00,0.03,0.00,0.00
1,0.00,8,0,48,5.00,1.00,0.00,0.00,34.00,100.00,0.03,0.00,0.00
1,0.00,8,0,58,6.00,1.00,0.00,0.00,6.00,100.00,0.17,0.00,0.00
1,10.65,8,1952,309,7.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,30.36,8,706,176,4.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,74.77,8,0,0,5.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,33.00,100.00,0.03,0.00,0.00
1,30.30,8,684,176,4.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,30.44,8,689,176,5.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
1,30.17,8,703,176,6.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,1.00
1,4.64,8,7135,245,6.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,376,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,2.43,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,31.00,100.00,0.06,0.00,0.00
1,0.45,8,0,48,2.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
1,0.46,8,0,48,2.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
1,0.57,8,0,48,3.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
-1,1.07,49,128,219,0.00,0.00,0.00,0.75,0.00,18.00,0.00,0.00,0.00
1,7.11,8,2524,308,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,7.60,8,2584,678,5.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,11.90,49,1939,1069,1.00,1.00,0.00,0.33,1.00,19.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.20,0.00,1.00,0.00,0.00,1.00
1,514.10,8,101,156,6.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
1,874.93,8,56,140,7.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
-1,2.32,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,28.00,100.00,0.00,0.00,0.00
1,0.37,8,0,48,1.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
1,0.46,8,0,48,2.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.00
1,3.95,8,2220,167,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,2.00,0.00,0.00,1.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,29.00,100.00,0.00,0.00,0.00
